importer,product,sector,year,continent,opportunity_label
246,2805,Chemicals,2024,Europe,1
804,2704,Energy & Hydrocarbons,2024,Europe,1
688,7018,"Stone, Glass & Ceramics",2024,Unknown,1
704,3506,Chemicals,2024,Asia,2
24,2505,Minerals & Raw Materials,2024,Africa,0
410,3703,Chemicals,2024,Asia,0
591,410,Agriculture & Food,2024,America,0
76,9104,Instruments & Optics,2024,America,1
170,7101,Precious Metals & Gems,2024,America,1
566,8537,Machinery & Equipment,2024,Africa,2
442,5507,Textiles & Clothing,2024,Europe,1
180,3004,Chemicals,2024,Africa,0
699,5602,Textiles & Clothing,2024,Asia,1
400,2205,Agriculture & Food,2024,Asia,1
780,4003,Plastics & Rubber,2024,America,1
214,4406,"Wood, Paper & Leather",2024,America,1
24,2512,Minerals & Raw Materials,2024,Africa,0
31,1109,Agriculture & Food,2024,Asia,1
380,6906,"Stone, Glass & Ceramics",2024,Europe,1
458,9019,Instruments & Optics,2024,Asia,2
276,3915,Plastics & Rubber,2024,Europe,1
528,3213,Chemicals,2024,Europe,1
752,6504,Footwear & Headgear,2024,Europe,0
384,7307,Metals & Metal Products,2024,Africa,2
634,7303,Metals & Metal Products,2024,Asia,0
191,5603,Textiles & Clothing,2024,Europe,2
414,8446,Machinery & Equipment,2024,Asia,1
144,5309,Textiles & Clothing,2024,Asia,1
792,7804,Metals & Metal Products,2024,Europe,1
620,5101,Textiles & Clothing,2024,Europe,1
842,5403,Textiles & Clothing,2024,America,1
600,4503,"Wood, Paper & Leather",2024,America,0
422,9004,Instruments & Optics,2024,Asia,2
504,4801,"Wood, Paper & Leather",2024,Africa,1
76,1106,Agriculture & Food,2024,America,1
410,902,Agriculture & Food,2024,Asia,1
512,2812,Chemicals,2024,Asia,1
104,6815,"Stone, Glass & Ceramics",2024,Asia,0
288,3914,Plastics & Rubber,2024,Africa,1
203,6106,Textiles & Clothing,2024,Europe,0
620,4801,"Wood, Paper & Leather",2024,Europe,1
372,813,Agriculture & Food,2024,Europe,0
364,7219,Metals & Metal Products,2024,Asia,0
180,7413,Metals & Metal Products,2024,Africa,1
288,1211,Agriculture & Food,2024,Africa,1
32,1516,Agriculture & Food,2024,America,1
360,8510,Machinery & Equipment,2024,Asia,1
348,7505,Metals & Metal Products,2024,Europe,1
780,9504,Furniture & Misc,2024,America,2
818,801,Agriculture & Food,2024,Africa,0
368,7212,Metals & Metal Products,2024,Asia,1
703,3802,Chemicals,2024,Europe,1
404,8715,Transport,2024,Africa,1
862,4905,"Wood, Paper & Leather",2024,America,1
566,9612,Furniture & Misc,2024,Africa,1
764,8466,Machinery & Equipment,2024,Asia,1
70,5804,Textiles & Clothing,2024,Europe,0
384,4408,"Wood, Paper & Leather",2024,Africa,0
233,7301,Metals & Metal Products,2024,Europe,0
31,6912,"Stone, Glass & Ceramics",2024,Asia,1
704,3207,Chemicals,2024,Asia,0
251,4415,"Wood, Paper & Leather",2024,Europe,1
442,4706,"Wood, Paper & Leather",2024,Europe,1
320,406,Agriculture & Food,2024,America,2
152,2304,Agriculture & Food,2024,America,2
360,6310,Textiles & Clothing,2024,Asia,1
834,1209,Agriculture & Food,2024,Africa,1
218,8707,Transport,2024,America,2
608,5507,Textiles & Clothing,2024,Asia,1
300,1205,Agriculture & Food,2024,Europe,2
233,9605,Furniture & Misc,2024,Europe,1
320,8515,Machinery & Equipment,2024,America,2
116,2001,Agriculture & Food,2024,Asia,1
152,5004,Textiles & Clothing,2024,America,0
344,9108,Instruments & Optics,2024,Asia,0
704,9614,Furniture & Misc,2024,Asia,1
705,9027,Instruments & Optics,2024,Europe,2
208,4810,"Wood, Paper & Leather",2024,Europe,0
188,2931,Chemicals,2024,America,0
70,1511,Agriculture & Food,2024,Europe,0
31,3809,Chemicals,2024,Asia,0
591,9609,Furniture & Misc,2024,America,1
144,7106,Precious Metals & Gems,2024,Asia,2
860,7229,Metals & Metal Products,2024,Asia,1
528,5205,Textiles & Clothing,2024,Europe,0
300,7008,"Stone, Glass & Ceramics",2024,Europe,1
428,3925,Plastics & Rubber,2024,Europe,2
116,2910,Chemicals,2024,Asia,1
688,7111,Precious Metals & Gems,2024,Unknown,1
442,4503,"Wood, Paper & Leather",2024,Europe,1
826,1108,Agriculture & Food,2024,Europe,1
288,7225,Metals & Metal Products,2024,Africa,0
554,4701,"Wood, Paper & Leather",2024,Pacific,1
620,8529,Machinery & Equipment,2024,Europe,0
348,709,Agriculture & Food,2024,Europe,2
372,8409,Machinery & Equipment,2024,Europe,2
784,2707,Energy & Hydrocarbons,2024,Asia,2
600,8409,Machinery & Equipment,2024,America,2
368,9503,Furniture & Misc,2024,Asia,0
579,5508,Textiles & Clothing,2024,Europe,0
616,6116,Textiles & Clothing,2024,Europe,1
156,8531,Machinery & Equipment,2024,Asia,2
384,3926,Plastics & Rubber,2024,Africa,0
344,9405,Furniture & Misc,2024,Asia,0
214,9703,Arts & Antiques,2024,America,1
320,7107,Precious Metals & Gems,2024,America,1
384,2701,Energy & Hydrocarbons,2024,Africa,2
191,2836,Chemicals,2024,Europe,2
724,4420,"Wood, Paper & Leather",2024,Europe,1
702,2305,Agriculture & Food,2024,Asia,1
422,204,Agriculture & Food,2024,Asia,0
842,8437,Machinery & Equipment,2024,America,1
703,404,Agriculture & Food,2024,Europe,1
152,8474,Machinery & Equipment,2024,America,2
642,5608,Textiles & Clothing,2024,Europe,1
484,4818,"Wood, Paper & Leather",2024,America,2
24,5810,Textiles & Clothing,2024,Africa,0
48,9022,Instruments & Optics,2024,Asia,0
156,8111,Metals & Metal Products,2024,Asia,1
860,5501,Textiles & Clothing,2024,Asia,1
784,6405,Footwear & Headgear,2024,Asia,0
705,2804,Chemicals,2024,Europe,2
170,901,Agriculture & Food,2024,America,2
144,4907,"Wood, Paper & Leather",2024,Asia,0
100,4814,"Wood, Paper & Leather",2024,Europe,0
784,7228,Metals & Metal Products,2024,Asia,0
404,7904,Metals & Metal Products,2024,Africa,1
70,3806,Chemicals,2024,Europe,1
56,3813,Chemicals,2024,Europe,1
180,1404,Agriculture & Food,2024,Africa,1
699,8302,Metals & Metal Products,2024,Asia,0
152,4107,"Wood, Paper & Leather",2024,America,0
600,2806,Chemicals,2024,America,1
757,6907,"Stone, Glass & Ceramics",2024,Europe,0
842,6310,Textiles & Clothing,2024,America,1
616,7418,Metals & Metal Products,2024,Europe,0
384,2001,Agriculture & Food,2024,Africa,0
32,2715,Energy & Hydrocarbons,2024,America,1
340,8471,Machinery & Equipment,2024,America,2
604,408,Agriculture & Food,2024,America,1
276,7223,Metals & Metal Products,2024,Europe,0
320,7613,Metals & Metal Products,2024,America,0
191,9023,Instruments & Optics,2024,Europe,1
818,4416,"Wood, Paper & Leather",2024,Africa,1
208,8434,Machinery & Equipment,2024,Europe,0
104,2927,Chemicals,2024,Asia,1
818,2711,Energy & Hydrocarbons,2024,Africa,2
50,8208,Metals & Metal Products,2024,Asia,1
724,8513,Machinery & Equipment,2024,Europe,1
340,902,Agriculture & Food,2024,America,1
752,8801,Transport,2024,Europe,0
600,8534,Machinery & Equipment,2024,America,2
188,8804,Transport,2024,America,1
400,2849,Chemicals,2024,Asia,1
48,7613,Metals & Metal Products,2024,Asia,1
842,8480,Machinery & Equipment,2024,America,1
608,103,Agriculture & Food,2024,Asia,1
428,7311,Metals & Metal Products,2024,Europe,0
410,304,Agriculture & Food,2024,Asia,2
203,2710,Energy & Hydrocarbons,2024,Europe,2
368,908,Agriculture & Food,2024,Asia,0
484,1605,Agriculture & Food,2024,America,1
702,9109,Instruments & Optics,2024,Asia,1
360,802,Agriculture & Food,2024,Asia,2
180,1207,Agriculture & Food,2024,Africa,1
757,6805,"Stone, Glass & Ceramics",2024,Europe,1
360,104,Agriculture & Food,2024,Asia,1
70,2306,Agriculture & Food,2024,Europe,2
634,8474,Machinery & Equipment,2024,Asia,2
36,3504,Chemicals,2024,Pacific,1
528,6002,Textiles & Clothing,2024,Europe,1
112,9110,Instruments & Optics,2024,Europe,1
528,1008,Agriculture & Food,2024,Europe,0
251,4911,"Wood, Paper & Leather",2024,Europe,0
757,2615,Minerals & Raw Materials,2024,Europe,1
458,8201,Metals & Metal Products,2024,Asia,1
70,3819,Chemicals,2024,Europe,1
56,5503,Textiles & Clothing,2024,Europe,1
76,8479,Machinery & Equipment,2024,America,2
757,2904,Chemicals,2024,Europe,1
76,9025,Instruments & Optics,2024,America,1
24,6804,"Stone, Glass & Ceramics",2024,Africa,1
608,7218,Metals & Metal Products,2024,Asia,1
348,3822,Chemicals,2024,Europe,0
780,7401,Metals & Metal Products,2024,America,0
398,5102,Textiles & Clothing,2024,Asia,1
404,9003,Instruments & Optics,2024,Africa,1
36,6212,Textiles & Clothing,2024,Pacific,1
156,9302,Arms & Ammunition,2024,Asia,0
470,3206,Chemicals,2024,Europe,2
392,9005,Instruments & Optics,2024,Asia,1
368,6203,Textiles & Clothing,2024,Asia,2
528,6005,Textiles & Clothing,2024,Europe,0
442,2844,Chemicals,2024,Europe,0
643,2819,Chemicals,2024,Asia,0
504,8470,Machinery & Equipment,2024,Africa,1
251,2801,Chemicals,2024,Europe,1
392,8459,Machinery & Equipment,2024,Asia,1
380,8715,Transport,2024,Europe,0
702,6213,Textiles & Clothing,2024,Asia,0
191,5902,Textiles & Clothing,2024,Europe,1
764,4820,"Wood, Paper & Leather",2024,Asia,1
780,6216,Textiles & Clothing,2024,America,1
642,7105,Precious Metals & Gems,2024,Europe,1
428,7308,Metals & Metal Products,2024,Europe,2
360,4415,"Wood, Paper & Leather",2024,Asia,1
276,8902,Transport,2024,Europe,1
784,1203,Agriculture & Food,2024,Asia,1
214,2505,Minerals & Raw Materials,2024,America,1
804,8468,Machinery & Equipment,2024,Europe,0
591,813,Agriculture & Food,2024,America,0
320,2910,Chemicals,2024,America,1
428,2601,Minerals & Raw Materials,2024,Europe,2
218,2924,Chemicals,2024,America,1
586,4822,"Wood, Paper & Leather",2024,Asia,1
784,7014,"Stone, Glass & Ceramics",2024,Asia,0
116,2523,Minerals & Raw Materials,2024,Asia,0
40,307,Agriculture & Food,2024,Europe,2
56,2104,Agriculture & Food,2024,Europe,1
504,2510,Minerals & Raw Materials,2024,Africa,1
372,2842,Chemicals,2024,Europe,0
50,8801,Transport,2024,Asia,1
428,9611,Furniture & Misc,2024,Europe,1
704,8107,Metals & Metal Products,2024,Asia,1
458,8506,Machinery & Equipment,2024,Asia,0
792,1514,Agriculture & Food,2024,Europe,2
643,7614,Metals & Metal Products,2024,Asia,1
634,506,Agriculture & Food,2024,Asia,1
32,2940,Chemicals,2024,America,1
364,4112,"Wood, Paper & Leather",2024,Asia,1
364,8506,Machinery & Equipment,2024,Asia,0
422,4416,"Wood, Paper & Leather",2024,Asia,1
818,8445,Machinery & Equipment,2024,Africa,1
288,9023,Instruments & Optics,2024,Africa,0
340,6001,Textiles & Clothing,2024,America,0
320,8446,Machinery & Equipment,2024,America,1
688,2709,Energy & Hydrocarbons,2024,Unknown,2
504,4106,"Wood, Paper & Leather",2024,Africa,1
152,3801,Chemicals,2024,America,1
699,5704,Textiles & Clothing,2024,Asia,1
554,6701,Footwear & Headgear,2024,Pacific,0
834,8443,Machinery & Equipment,2024,Africa,2
764,4003,Plastics & Rubber,2024,Asia,1
566,4010,Plastics & Rubber,2024,Africa,1
643,2503,Minerals & Raw Materials,2024,Asia,0
24,1511,Agriculture & Food,2024,Africa,2
442,8420,Machinery & Equipment,2024,Europe,1
414,4013,Plastics & Rubber,2024,Asia,0
860,5911,Textiles & Clothing,2024,Asia,1
152,4411,"Wood, Paper & Leather",2024,America,0
152,8603,Transport,2024,America,1
608,2701,Energy & Hydrocarbons,2024,Asia,2
203,409,Agriculture & Food,2024,Europe,0
372,8429,Machinery & Equipment,2024,Europe,2
860,2006,Agriculture & Food,2024,Asia,1
36,713,Agriculture & Food,2024,Pacific,2
586,4818,"Wood, Paper & Leather",2024,Asia,2
604,4419,"Wood, Paper & Leather",2024,America,1
792,6405,Footwear & Headgear,2024,Europe,1
251,6113,Textiles & Clothing,2024,Europe,0
702,4809,"Wood, Paper & Leather",2024,Asia,0
191,2520,Minerals & Raw Materials,2024,Europe,1
392,2915,Chemicals,2024,Asia,0
70,4820,"Wood, Paper & Leather",2024,Europe,1
360,1603,Agriculture & Food,2024,Asia,1
70,3305,Chemicals,2024,Europe,2
792,9701,Arts & Antiques,2024,Europe,2
604,2806,Chemicals,2024,America,1
634,3301,Chemicals,2024,Asia,0
428,6909,"Stone, Glass & Ceramics",2024,Europe,1
780,7222,Metals & Metal Products,2024,America,1
116,6406,Footwear & Headgear,2024,Asia,1
724,8522,Machinery & Equipment,2024,Europe,1
600,9003,Instruments & Optics,2024,America,1
344,2907,Chemicals,2024,Asia,0
392,4804,"Wood, Paper & Leather",2024,Asia,0
348,2002,Agriculture & Food,2024,Europe,1
440,1604,Agriculture & Food,2024,Europe,2
818,2701,Energy & Hydrocarbons,2024,Africa,2
470,8309,Metals & Metal Products,2024,Europe,1
320,6209,Textiles & Clothing,2024,America,1
180,2303,Agriculture & Food,2024,Africa,1
600,3817,Chemicals,2024,America,0
392,709,Agriculture & Food,2024,Asia,0
218,8509,Machinery & Equipment,2024,America,0
566,5311,Textiles & Clothing,2024,Africa,1
634,1508,Agriculture & Food,2024,Asia,1
512,9618,Furniture & Misc,2024,Asia,0
724,6204,Textiles & Clothing,2024,Europe,1
31,7310,Metals & Metal Products,2024,Asia,1
191,8907,Transport,2024,Europe,0
616,6901,"Stone, Glass & Ceramics",2024,Europe,0
724,8607,Transport,2024,Europe,2
699,3306,Chemicals,2024,Asia,0
642,202,Agriculture & Food,2024,Europe,2
104,2921,Chemicals,2024,Asia,2
688,3911,Plastics & Rubber,2024,Unknown,1
616,2002,Agriculture & Food,2024,Europe,1
504,1008,Agriculture & Food,2024,Africa,1
203,9032,Instruments & Optics,2024,Europe,2
780,5113,Textiles & Clothing,2024,America,1
410,7614,Metals & Metal Products,2024,Asia,0
191,4818,"Wood, Paper & Leather",2024,Europe,2
752,9612,Furniture & Misc,2024,Europe,1
504,2103,Agriculture & Food,2024,Africa,2
702,8511,Machinery & Equipment,2024,Asia,2
36,7309,Metals & Metal Products,2024,Pacific,1
858,6907,"Stone, Glass & Ceramics",2024,America,1
104,2847,Chemicals,2024,Asia,1
434,8716,Transport,2024,Africa,2
24,3001,Chemicals,2024,Africa,1
470,8310,Metals & Metal Products,2024,Europe,1
31,3824,Chemicals,2024,Asia,2
116,6210,Textiles & Clothing,2024,Asia,1
724,5508,Textiles & Clothing,2024,Europe,1
144,8446,Machinery & Equipment,2024,Asia,1
704,2001,Agriculture & Food,2024,Asia,1
818,4302,"Wood, Paper & Leather",2024,Africa,0
579,2919,Chemicals,2024,Europe,1
512,906,Agriculture & Food,2024,Asia,0
56,2714,Energy & Hydrocarbons,2024,Europe,1
579,7615,Metals & Metal Products,2024,Europe,0
616,2939,Chemicals,2024,Europe,1
484,9026,Instruments & Optics,2024,America,2
860,8540,Machinery & Equipment,2024,Asia,1
442,1101,Agriculture & Food,2024,Europe,1
634,7217,Metals & Metal Products,2024,Asia,0
144,4804,"Wood, Paper & Leather",2024,Asia,2
56,8604,Transport,2024,Europe,0
360,6109,Textiles & Clothing,2024,Asia,0
724,3906,Plastics & Rubber,2024,Europe,2
484,5105,Textiles & Clothing,2024,America,1
792,7303,Metals & Metal Products,2024,Europe,0
380,4113,"Wood, Paper & Leather",2024,Europe,0
48,4420,"Wood, Paper & Leather",2024,Asia,1
702,2505,Minerals & Raw Materials,2024,Asia,0
152,5516,Textiles & Clothing,2024,America,0
842,7301,Metals & Metal Products,2024,America,1
116,9404,Furniture & Misc,2024,Asia,2
380,6114,Textiles & Clothing,2024,Europe,0
470,4410,"Wood, Paper & Leather",2024,Europe,2
170,8432,Machinery & Equipment,2024,America,1
804,6405,Footwear & Headgear,2024,Europe,1
422,7301,Metals & Metal Products,2024,Asia,1
512,2828,Chemicals,2024,Asia,0
288,2506,Minerals & Raw Materials,2024,Africa,1
784,3817,Chemicals,2024,Asia,1
203,5605,Textiles & Clothing,2024,Europe,1
764,3202,Chemicals,2024,Asia,0
191,8306,Metals & Metal Products,2024,Europe,1
218,8105,Metals & Metal Products,2024,America,0
442,4504,"Wood, Paper & Leather",2024,Europe,0
705,3902,Plastics & Rubber,2024,Europe,0
100,4502,"Wood, Paper & Leather",2024,Europe,1
579,6812,"Stone, Glass & Ceramics",2024,Europe,0
780,7107,Precious Metals & Gems,2024,America,1
400,4904,"Wood, Paper & Leather",2024,Asia,0
288,3810,Chemicals,2024,Africa,0
384,5408,Textiles & Clothing,2024,Africa,0
858,3401,Chemicals,2024,America,2
276,7107,Precious Metals & Gems,2024,Europe,1
214,5205,Textiles & Clothing,2024,America,2
116,8513,Machinery & Equipment,2024,Asia,1
554,3212,Chemicals,2024,Pacific,0
112,6108,Textiles & Clothing,2024,Europe,2
144,808,Agriculture & Food,2024,Asia,0
858,8903,Transport,2024,America,2
368,5602,Textiles & Clothing,2024,Asia,0
458,4809,"Wood, Paper & Leather",2024,Asia,1
826,7403,Metals & Metal Products,2024,Europe,0
604,2711,Energy & Hydrocarbons,2024,America,2
600,9702,Arts & Antiques,2024,America,0
440,2208,Agriculture & Food,2024,Europe,2
484,8602,Transport,2024,America,1
757,801,Agriculture & Food,2024,Europe,1
682,7615,Metals & Metal Products,2024,Asia,0
757,7610,Metals & Metal Products,2024,Europe,2
180,2708,Energy & Hydrocarbons,2024,Africa,1
104,7901,Metals & Metal Products,2024,Asia,2
616,1503,Agriculture & Food,2024,Europe,0
156,6601,Footwear & Headgear,2024,Asia,1
458,2003,Agriculture & Food,2024,Asia,1
858,1207,Agriculture & Food,2024,America,1
218,7018,"Stone, Glass & Ceramics",2024,America,1
724,7401,Metals & Metal Products,2024,Europe,1
894,3605,Chemicals,2024,Africa,1
818,909,Agriculture & Food,2024,Africa,0
702,308,Agriculture & Food,2024,Asia,1
554,4810,"Wood, Paper & Leather",2024,Pacific,0
470,5909,Textiles & Clothing,2024,Europe,1
604,4412,"Wood, Paper & Leather",2024,America,1
894,8431,Machinery & Equipment,2024,Africa,2
858,707,Agriculture & Food,2024,America,1
528,3810,Chemicals,2024,Europe,0
642,8704,Transport,2024,Europe,2
642,3912,Plastics & Rubber,2024,Europe,1
188,1302,Agriculture & Food,2024,America,1
422,1805,Agriculture & Food,2024,Asia,1
70,8409,Machinery & Equipment,2024,Europe,2
191,2823,Chemicals,2024,Europe,1
218,6307,Textiles & Clothing,2024,America,0
233,1605,Agriculture & Food,2024,Europe,1
699,6907,"Stone, Glass & Ceramics",2024,Asia,2
620,7006,"Stone, Glass & Ceramics",2024,Europe,1
392,3001,Chemicals,2024,Asia,1
634,9405,Furniture & Misc,2024,Asia,0
586,9015,Instruments & Optics,2024,Asia,2
344,1605,Agriculture & Food,2024,Asia,0
579,601,Agriculture & Food,2024,Europe,0
70,4702,"Wood, Paper & Leather",2024,Europe,1
410,9602,Furniture & Misc,2024,Asia,0
152,8454,Machinery & Equipment,2024,America,1
112,2932,Chemicals,2024,Europe,0
788,7219,Metals & Metal Products,2024,Africa,2
688,8526,Machinery & Equipment,2024,Unknown,2
484,8449,Machinery & Equipment,2024,America,1
300,8108,Metals & Metal Products,2024,Europe,1
643,702,Agriculture & Food,2024,Asia,1
600,8526,Machinery & Equipment,2024,America,1
616,9305,Arms & Ammunition,2024,Europe,1
699,4407,"Wood, Paper & Leather",2024,Asia,2
344,8468,Machinery & Equipment,2024,Asia,0
579,7310,Metals & Metal Products,2024,Europe,0
620,6703,Footwear & Headgear,2024,Europe,1
56,4820,"Wood, Paper & Leather",2024,Europe,1
400,8450,Machinery & Equipment,2024,Asia,2
440,9303,Arms & Ammunition,2024,Europe,1
246,8534,Machinery & Equipment,2024,Europe,0
188,2101,Agriculture & Food,2024,America,2
442,9205,Instruments & Optics,2024,Europe,0
818,3202,Chemicals,2024,Africa,0
276,712,Agriculture & Food,2024,Europe,1
688,206,Agriculture & Food,2024,Unknown,1
780,5504,Textiles & Clothing,2024,America,1
50,7015,"Stone, Glass & Ceramics",2024,Asia,0
826,7206,Metals & Metal Products,2024,Europe,0
504,5901,Textiles & Clothing,2024,Africa,1
434,3406,Chemicals,2024,Africa,1
24,7508,Metals & Metal Products,2024,Africa,1
180,6006,Textiles & Clothing,2024,Africa,2
116,8516,Machinery & Equipment,2024,Asia,2
620,5303,Textiles & Clothing,2024,Europe,1
704,3006,Chemicals,2024,Asia,2
70,9508,Furniture & Misc,2024,Europe,1
422,7403,Metals & Metal Products,2024,Asia,0
180,6701,Footwear & Headgear,2024,Africa,1
414,9303,Arms & Ammunition,2024,Asia,0
56,5104,Textiles & Clothing,2024,Europe,1
40,7211,Metals & Metal Products,2024,Europe,0
144,7308,Metals & Metal Products,2024,Asia,0
218,8407,Machinery & Equipment,2024,America,2
100,3002,Chemicals,2024,Europe,1
705,7215,Metals & Metal Products,2024,Europe,0
410,8531,Machinery & Equipment,2024,Asia,2
804,9706,Arts & Antiques,2024,Europe,0
579,8105,Metals & Metal Products,2024,Europe,0
188,2303,Agriculture & Food,2024,America,1
300,3006,Chemicals,2024,Europe,2
470,6804,"Stone, Glass & Ceramics",2024,Europe,0
156,7408,Metals & Metal Products,2024,Asia,0
842,1005,Agriculture & Food,2024,America,2
56,9014,Instruments & Optics,2024,Europe,1
705,7608,Metals & Metal Products,2024,Europe,1
642,9307,Arms & Ammunition,2024,Europe,1
233,2401,Agriculture & Food,2024,Europe,2
442,8208,Metals & Metal Products,2024,Europe,1
68,7322,Metals & Metal Products,2024,America,0
40,5511,Textiles & Clothing,2024,Europe,1
188,7111,Precious Metals & Gems,2024,America,1
191,3826,Chemicals,2024,Europe,0
834,3104,Chemicals,2024,Africa,2
860,6104,Textiles & Clothing,2024,Asia,2
586,6205,Textiles & Clothing,2024,Asia,0
566,3823,Chemicals,2024,Africa,0
70,812,Agriculture & Food,2024,Europe,1
100,1214,Agriculture & Food,2024,Europe,1
600,811,Agriculture & Food,2024,America,1
702,8406,Machinery & Equipment,2024,Asia,1
414,5704,Textiles & Clothing,2024,Asia,1
68,8202,Metals & Metal Products,2024,America,0
50,5604,Textiles & Clothing,2024,Asia,0
792,1702,Agriculture & Food,2024,Europe,2
246,2925,Chemicals,2024,Europe,0
191,2941,Chemicals,2024,Europe,0
208,7609,Metals & Metal Products,2024,Europe,1
600,9004,Instruments & Optics,2024,America,2
440,2709,Energy & Hydrocarbons,2024,Europe,1
344,4823,"Wood, Paper & Leather",2024,Asia,1
116,3820,Chemicals,2024,Asia,1
428,1803,Agriculture & Food,2024,Europe,0
442,8534,Machinery & Equipment,2024,Europe,2
643,6902,"Stone, Glass & Ceramics",2024,Asia,1
48,7601,Metals & Metal Products,2024,Asia,2
344,8528,Machinery & Equipment,2024,Asia,0
600,9111,Instruments & Optics,2024,America,1
757,2202,Agriculture & Food,2024,Europe,2
191,8518,Machinery & Equipment,2024,Europe,2
152,9605,Furniture & Misc,2024,America,1
344,7011,"Stone, Glass & Ceramics",2024,Asia,0
380,2910,Chemicals,2024,Europe,0
608,8901,Transport,2024,Asia,2
76,7301,Metals & Metal Products,2024,America,1
144,3102,Chemicals,2024,Asia,2
404,8443,Machinery & Equipment,2024,Africa,2
116,7506,Metals & Metal Products,2024,Asia,1
380,106,Agriculture & Food,2024,Europe,1
100,7612,Metals & Metal Products,2024,Europe,1
116,2621,Minerals & Raw Materials,2024,Asia,1
116,6107,Textiles & Clothing,2024,Asia,1
208,8486,Machinery & Equipment,2024,Europe,2
682,8106,Metals & Metal Products,2024,Asia,1
156,4806,"Wood, Paper & Leather",2024,Asia,1
608,2840,Chemicals,2024,Asia,1
757,5703,Textiles & Clothing,2024,Europe,1
757,1508,Agriculture & Food,2024,Europe,1
144,5906,Textiles & Clothing,2024,Asia,1
752,2403,Agriculture & Food,2024,Europe,0
703,4004,Plastics & Rubber,2024,Europe,1
440,7116,Precious Metals & Gems,2024,Europe,1
842,8307,Metals & Metal Products,2024,America,1
360,8534,Machinery & Equipment,2024,Asia,2
682,7507,Metals & Metal Products,2024,Asia,1
634,5701,Textiles & Clothing,2024,Asia,1
702,5303,Textiles & Clothing,2024,Asia,1
620,8704,Transport,2024,Europe,2
616,2102,Agriculture & Food,2024,Europe,1
384,2503,Minerals & Raw Materials,2024,Africa,1
442,8416,Machinery & Equipment,2024,Europe,0
579,4107,"Wood, Paper & Leather",2024,Europe,0
484,4816,"Wood, Paper & Leather",2024,America,0
344,8466,Machinery & Equipment,2024,Asia,0
434,8311,Metals & Metal Products,2024,Africa,1
208,8311,Metals & Metal Products,2024,Europe,1
251,3819,Chemicals,2024,Europe,1
191,3701,Chemicals,2024,Europe,1
48,7609,Metals & Metal Products,2024,Asia,1
834,1704,Agriculture & Food,2024,Africa,0
208,4003,Plastics & Rubber,2024,Europe,1
860,6109,Textiles & Clothing,2024,Asia,2
372,8205,Metals & Metal Products,2024,Europe,1
203,5110,Textiles & Clothing,2024,Europe,1
591,4407,"Wood, Paper & Leather",2024,America,0
792,2525,Minerals & Raw Materials,2024,Europe,1
40,8516,Machinery & Equipment,2024,Europe,1
384,2903,Chemicals,2024,Africa,0
400,6303,Textiles & Clothing,2024,Asia,1
410,308,Agriculture & Food,2024,Asia,1
600,2918,Chemicals,2024,America,0
104,6105,Textiles & Clothing,2024,Asia,1
780,1202,Agriculture & Food,2024,America,1
634,7006,"Stone, Glass & Ceramics",2024,Asia,1
434,6004,Textiles & Clothing,2024,Africa,1
586,9611,Furniture & Misc,2024,Asia,1
764,8476,Machinery & Equipment,2024,Asia,0
180,9012,Instruments & Optics,2024,Africa,1
414,7102,Precious Metals & Gems,2024,Asia,0
191,3406,Chemicals,2024,Europe,1
764,6802,"Stone, Glass & Ceramics",2024,Asia,2
643,6204,Textiles & Clothing,2024,Asia,0
757,7009,"Stone, Glass & Ceramics",2024,Europe,1
705,8508,Machinery & Equipment,2024,Europe,2
208,7408,Metals & Metal Products,2024,Europe,0
156,1514,Agriculture & Food,2024,Asia,2
642,2504,Minerals & Raw Materials,2024,Europe,1
858,4911,"Wood, Paper & Leather",2024,America,2
36,8510,Machinery & Equipment,2024,Pacific,1
392,2925,Chemicals,2024,Asia,0
586,4808,"Wood, Paper & Leather",2024,Asia,1
144,3807,Chemicals,2024,Asia,0
56,2509,Minerals & Raw Materials,2024,Europe,1
116,7323,Metals & Metal Products,2024,Asia,2
48,7403,Metals & Metal Products,2024,Asia,2
504,8529,Machinery & Equipment,2024,Africa,2
528,3803,Chemicals,2024,Europe,1
68,4820,"Wood, Paper & Leather",2024,America,1
76,8402,Machinery & Equipment,2024,America,1
604,3913,Plastics & Rubber,2024,America,1
702,1002,Agriculture & Food,2024,Asia,1
203,8547,Machinery & Equipment,2024,Europe,1
458,802,Agriculture & Food,2024,Asia,2
458,2002,Agriculture & Food,2024,Asia,1
604,6206,Textiles & Clothing,2024,America,2
414,8530,Machinery & Equipment,2024,Asia,0
56,908,Agriculture & Food,2024,Europe,0
428,2846,Chemicals,2024,Europe,1
68,3824,Chemicals,2024,America,2
191,6109,Textiles & Clothing,2024,Europe,2
688,9307,Arms & Ammunition,2024,Unknown,0
24,1804,Agriculture & Food,2024,Africa,2
699,8303,Metals & Metal Products,2024,Asia,1
764,2903,Chemicals,2024,Asia,0
400,8306,Metals & Metal Products,2024,Asia,1
860,5513,Textiles & Clothing,2024,Asia,0
50,8603,Transport,2024,Asia,1
860,4418,"Wood, Paper & Leather",2024,Asia,2
218,7320,Metals & Metal Products,2024,America,1
70,3002,Chemicals,2024,Europe,0
410,8484,Machinery & Equipment,2024,Asia,1
600,7213,Metals & Metal Products,2024,America,1
702,7105,Precious Metals & Gems,2024,Asia,0
858,9020,Instruments & Optics,2024,America,1
